external_id,source_zip,source_domain,call_direction,text_hash,pseudo_call_code,pseudo_label_confidence,should_use_for_training,rationale
2020-09-24-19-06-59_c58ccaeb-0005-4dba-9e18-2d3e3cb576bd_v2ZOEMGQxvqbV2LyAXp34ejE9sO60PQEKzrYTPevdizvwFqORsFk-pCA_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,eec0042b0d314ab3523b2c8692032042378dadbfffc394264117a54ba6d0b912,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, PASSIVE_AGREEMENT",0.9,True,"The call includes a greeting, a pitch for insurance savings, questions about the customer's car purchase timeline, and the customer agreeing to proceed."
recording-public_864_transcript,customer_service_general_inbound.zip,customer_service,inbound,79b6bf3fceae1e0df3dbf3e76ad719b369fe2647825fd25cda87e8679b3834e4,"OPENING, NEEDS_ANALYSIS, PRODUCT_PITCH, FEE_DISCUSSION",0.95,True,"Contains greeting, questions about existing coverage and beneficiaries, explanation of burial plans, and discussion of premiums and costs."
7047121504_transcript,insurance_outbound.zip,insurance,outbound,2585c55eaee2ae095b377c2a4ce19f81af1e4fc59665fe1ef0cbc516a2fbd49d,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, PASSIVE_AGREEMENT",0.9,True,"Includes greeting, a pitch for Medicare benefits, qualifying questions for eligibility, and positive customer feedback."
recording-public_1154_transcript,customer_service_general_inbound.zip,customer_service,inbound,e61c2c21fc2f5a2b4e07a9c5d78871ebc830209d76f0ecb8f3bfab989cdf60a4,"OPENING, NEEDS_ANALYSIS, FEE_DISCUSSION, PRODUCT_PITCH",0.95,True,"Greeting present, agent discusses rate ranges, pitches a coverage plan, and conducts a detailed needs analysis regarding health and finances."
2020-03-31-15-18-52_ef2cbdb4-7362-11ea-a35f-121373ac6a8f_ee1df14a-7362-11ea-ada3-b73b9a7dc382_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,dbd18a2aa986dbb20e650e8b795ad0745c7c1ef376a0743b6e5411f1ae8e30ec,"OPENING, NEEDS_ANALYSIS, CURIOUS_EXPLORATION",0.85,True,Contains greeting and the start of a quote process where the agent gathers personal information from the customer.
recording-public_994_transcript,customer_service_general_inbound.zip,customer_service,inbound,a0ecde12fd8d5fff8ac36b06bb947f6e1f7dc9961b2af2e7e27bd2e2abaa2448,"OPENING, WARM_LEAD, NEEDS_ANALYSIS",0.8,True,"Greeting is present, the customer is introduced as a prospect by another agent, and the agent begins the intake process."
2020-05-29-16-49-31_9dd8c35d-27cc-4d2b-ad87-0926a1e8b3ae_v2Kr18cLGjIC14WNyMDkes6HD4bVTrzve6nHibox5jZagaW4ek0eWpKQ_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,aab7d36b250f5f73614745a435b7d85d12e60cc946938630ee98713c765550cd,"OPENING, NEEDS_ANALYSIS, ACTIVE_LISTENING",0.9,True,"Contains a greeting, agent asks about current insurance and accident history (needs analysis), and listens to the customer's detailed story."
7136721588_transcript,insurance_outbound.zip,insurance,outbound,2277570dee10d73ace43f7933c07ecc9bfa12d0e24e4403bc75fbbcbd3284c22,"OPENING, PRODUCT_PITCH, FEE_DISCUSSION, NEEDS_ANALYSIS, OVERWHELMED_CONFUSION",0.85,True,Greeting present; pitch for Medicare benefits at no cost; asks for eligibility and personal details; customer is confused about their birth date.
9039818022_transcript,insurance_outbound.zip,insurance,outbound,89932a80f55a040a28f5bc717e4edb2ce329345339e366216d171a756855b709,"OPENING, PRODUCT_PITCH, FEE_DISCUSSION, NEEDS_ANALYSIS, PASSIVE_AGREEMENT",0.9,True,Greeting present; pitch for Medicare upgrades at no cost; agent verifies eligibility and current insurance; customer agrees it sounds good.
2020-03-23-14-28-39_5453BBAD8580EAD979EA8CAC936DB79F_968cca1a-6d12-11ea-a7c5-a189680600a8_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,b89893b64e2b8da9e5b84e204a823af5bb8294483955408341b04325b2ad4571,"OPENING, NEEDS_ANALYSIS, FEE_DISCUSSION",0.95,True,"Greeting present; extensive needs analysis regarding auto insurance, current provider, and personal history; discussion of current monthly payment."
6202320909_transcript,insurance_outbound.zip,insurance,outbound,49154245be508df60c495791272996aa926c07644de4635f4d14b80270014ca4,"OPENING, PRODUCT_PITCH, FEE_DISCUSSION, NEEDS_ANALYSIS, ENTHUSIASTIC_AGREEMENT",0.9,True,Greeting present; pitch for Medicare benefits at no cost; eligibility verification; customer expresses strong positive reaction ('Real good').
4695524599_transcript,insurance_outbound.zip,insurance,outbound,e9155193b369a77a96096c83544035bd9cd96c793c94f54b3e20a1182a8ec2fb,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, FEE_DISCUSSION",0.95,True,"Contains greeting, a pitch for Medicare benefits, qualifying questions for eligibility, and mentions of zero cost."
2020-07-21-15-19-27_ef552bc2-2dee-416b-9284-0838c66dbcc7_v2GbpA9q0YOaEbJ9a3HX003Djx2aI7kbylda2eCvKxFAQIRul8FBitiQ_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,7ca5638121ca52d29e3d427c5bbe10f85dd8fdf6adbd9fe839e66099267cb6f9,"OPENING, NEEDS_ANALYSIS, CURIOUS_EXPLORATION, PASSIVE_AGREEMENT",0.9,True,Greeting followed by extensive data collection for an auto quote and customer's willingness to save money.
2020-09-15-20-13-30_86cb4b7e-c8a9-4858-831b-12736309c940_v27-xs29codzb75kdjiOYCLGFvp7k7iAEyTN-AJPvw00C22n7aYNE3sA_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,c48b5f193e54536b952b3a162a135b457559ff58b97a4ea33f0ff895343035ab,"OPENING, NEEDS_ANALYSIS, FEE_DISCUSSION, SOFT_REJECTION, OBJECTION_HANDLING",0.95,True,"Greeting, needs analysis including monthly payments, customer stating they don't want to change, and agent's attempt to persist."
9037535641_transcript,insurance_outbound.zip,insurance,outbound,b122af23d36adf5aea5c3b9557681c47814f6c39b2a71a971028115b3139c3f7,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, OVERWHELMED_CONFUSION",0.85,True,"Greeting, Medicare pitch, qualifying questions, and customer becoming confused/frustrated regarding the card request."
6142391678_transcript,insurance_outbound.zip,insurance,outbound,3b56f789c5cd4ad0ed637db4645267350904ee843bf87a7cea795b2569f0d183,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, DEFENSIVE_POSTURE",0.9,True,"Greeting, initial customer defensiveness ('What do you want?'), Medicare pitch, and eligibility questioning."
2020-03-30-16-43-51_a3d99bba-72a5-11ea-9cf6-1211a5ac2c3d_a2cb4ec6-72a5-11ea-8604-692ace9e1288_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,42ef9fe211b0ec092b172601b1a1c5e64b877324bc517b16556542a014b21276,"OPENING, NEEDS_ANALYSIS, PRODUCT_PITCH",0.95,True,"Contains a greeting, extensive questioning about current insurance and personal details for eligibility, and a pitch for bundling home and auto policies."
4173587240_part_2_transcript,insurance_outbound.zip,insurance,outbound,42ffbe42228181b09cd2bb375dac1facf39c83c0a9a7e207aeffe01537c126e3,"OPENING, DEFENSIVE_POSTURE, OBJECTION_HANDLING",0.8,True,"Starts with a greeting; the customer is resistant and defensive about their age and phone usage, while the agent tries to keep them on the line."
recording-public_1141_transcript,customer_service_general_inbound.zip,customer_service,inbound,01b4cd8b859e6ba4592ef246f40535745849e9a1655cef5673cf0a708e6f82c0,"OPENING, NEEDS_ANALYSIS, PRODUCT_PITCH, FEE_DISCUSSION, SUCCESSFUL_SALE",0.98,True,"Includes greeting, health/coverage needs analysis, a specific rate quote (pitch/fee), and an explicit agreement to start an application."
8035091128_transcript,insurance_outbound.zip,insurance,outbound,ff2a0f67653517fdd1dc9be54db0c233cc33cbddb41693b2e17f73263fc775f0,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS",0.95,True,"Contains a greeting, a pitch regarding Medicare upgrades and benefits, and verification of the customer's current benefits and personal information."
3133453402_P1_transcript,insurance_outbound.zip,insurance,outbound,cd781876c510266e99c0e5785003f7a86801f7e15455a1ef4a3a703b7872fb6d,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS, FEE_DISCUSSION",0.95,True,"Includes greeting, a pitch for Medicare benefits, eligibility verification (needs analysis), and a mention of the premium cost."
2020-10-15-15-51-28_8d35f5b1-565c-4f58-882b-62b0cc50d6f6_v20YYQoOi_JouQ3JTy11pm2G-fBgcD3OTt5IZ8qmp8uAQ7WHZ1DL0-xw_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,c208277747305174b034b37e689d354c4b1bf4104b0e2851390d2cf81df165d9,"OPENING, NEEDS_ANALYSIS",0.9,True,Contains the IVR greeting and initial questions to determine the type of insurance coverage the customer needs.
recording-public_1024_transcript,customer_service_general_inbound.zip,customer_service,inbound,3e5f421db12b55511ca30580441488fa9c3311d499fd8d6fc6ae5f4b9ddf2486,"OPENING, NEEDS_ANALYSIS",0.95,True,Includes agent introduction and a series of questions regarding existing policies and health to determine plan suitability.
8508373279_transcript,insurance_outbound.zip,insurance,outbound,6bfa9e171a4bd5e36dcd21424655cca50abc287c94a063d28b225edf3df3358a,"OPENING, PRODUCT_PITCH, NEEDS_ANALYSIS",0.95,True,"Features the call opening, a detailed pitch of Medicare benefits, and eligibility verification (Part A and B)."
2020-09-14-20-33-59_ca81a577-0e27-4964-bde8-bb1fd996ddf6_v2pj4aRAP9wiSJ_HTqiYnYFM_AS8g2MVFUIXoCChIKsii-b8GAWZ7eHA_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,3ecc78ae044438d7603e805f13afc62bf6cf41f00ec59933da730c10624046be,"OPENING, NEEDS_ANALYSIS, SOFT_REJECTION",0.8,True,"Includes the opening and data collection for needs analysis, preceded by the customer expressing reluctance to change providers."
2020-06-11-14-59-09_121d303f-b613-4ccb-82c1-1028bea3b9a4_v26MrJS4mPbwZYk8l33_lx4EqlhQlQ8gOlYoa850hEcx3uATFm0bRcXA_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,8ebb26b66410b3c522aa4b7a2a38201cb6ab30b1b855a5cfe77f73e549d0c346,"OPENING, PRODUCT_PITCH, OBJECTION_HANDLING, NEEDS_ANALYSIS",0.9,True,"Contains the opening, a pitch for auto insurance, and the agent overcoming the customer's objection about a recently renewed policy."
recording-public_1032_transcript,customer_service_general_inbound.zip,customer_service,inbound,9f4c482a07af7a9dc251f821fbcb91fa7d0bd2ffe4bf41492ebb788e026e4897,"OPENING, NEEDS_ANALYSIS, FEE_DISCUSSION, PRODUCT_PITCH",0.9,True,"Contains greeting, questions about current burial policy, mention of shopping for rates, and a pitch for final expense carriers."
2020-09-08-23-09-22_f315f1d4-5216-4f26-a472-e13436c1624b_v2iozSxFxZqRhlO6moY4DUpAbsBQanEfYfCgs-MZIFQAjDdJROXzYIVg_transcript,auto_insurance_customer_service_inbound.zip,insurance,inbound,71661990c2cd48fb2e904472b2a07b6789f1c11dd7e902b5d304d18afcaa5dcd,"OPENING, NEEDS_ANALYSIS, FEE_DISCUSSION, DEFENSIVE_POSTURE",0.9,True,Greeting present; agent asks about current provider and accidents; mentions rates; customer refuses to provide date of birth.
